_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,what_category_best_describes_this_project,what_category_best_describes_this_project:confidence,id,project_description,project_instructions,project_title,project_url,project_url_embed,what_category_best_describes_this_project_gold
2320624550,false,finalized,3,6/20/2019 02:35:55,Other,1.0,12753876,Credit to AddZero,E For Viewmode,3d Model Designer,https://scratch.mit.edu/projects/12753876,https://scratch.mit.edu/projects/12753876/embed,
2320624551,false,finalized,5,7/26/2019 17:31:09,Other,0.8013,220750272,,,"what ya gonna do with that big fat but, spin spin spin spin",https://scratch.mit.edu/projects/220750272,https://scratch.mit.edu/projects/220750272/embed,
2320624555,false,finalized,3,7/15/2019 20:21:50,Other,1.0,196396672,"                             ~ press space for the next color ~
> > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > > 

                  please do not use without giving credit, please
                          let me know if you're going to use it!
",,Font,https://scratch.mit.edu/projects/196396672,https://scratch.mit.edu/projects/196396672/embed,
2320624556,false,finalized,3,7/11/2019 20:02:32,Animation,1.0,158366160,"The backround music is here: https://www.youtube.com/watch?v=o5oCLKFbPwA
and this animation was made by ""the cable turned off cade""
",I am testing animation through GIFs so just click that green flag and enjoy.,dance till you're dead,https://scratch.mit.edu/projects/158366160,https://scratch.mit.edu/projects/158366160/embed,
2320624559,false,finalized,3,7/17/2019 15:38:59,Game,1.0,107316563,"Damian
Liam
Ian
Evan
pls like!","Use the up down left right and or scroll to dodge the sharks.
When game over press the flag.
Do not touch sharks or they will devour your soul!!!",Underwater Trouble,https://scratch.mit.edu/projects/107316563,https://scratch.mit.edu/projects/107316563/embed,
2320624560,false,finalized,3,7/18/2019 16:44:18,Animation,1.0,121137059,Notes are no more,Gotta Dab em all,Dab remix,https://scratch.mit.edu/projects/121137059,https://scratch.mit.edu/projects/121137059/embed,
2320624562,false,finalized,5,7/2/2019 19:59:31,Animation,0.6014,171132708,,,dora os preveiw,https://scratch.mit.edu/projects/171132708,https://scratch.mit.edu/projects/171132708/embed,
2320624567,false,finalized,3,6/19/2019 14:37:32,Game,1.0,12844974,,,Shark attack game,https://scratch.mit.edu/projects/12844974,https://scratch.mit.edu/projects/12844974/embed,
2320624570,false,in progress,2,"",Other,1.0,133054105,"I hope you enjoy! :)
Music Credits: 
""Fireflies and Stardust"" Kevin MacLeod (incompetech.com)
Licensed under Creative Commons: By Attribution 3.0 License
http://creativecommons.org/licenses/by/3.0/
By: Izzy and Molly","Instructions: 
1.) Press the space key to start the quiz
2.) Press the button/flower that is next to your answer
3.) Continue with the steps above  
4.) If you finish the test, it should bring you to your results. If you want to do it again, simply press the flag
If the last slide doesn't show up, it means that you created a tie. Redo the quiz and make one character more dominant. ",Disney Personality Quiz,https://scratch.mit.edu/projects/133054105,https://scratch.mit.edu/projects/133054105/embed,
2320624575,false,finalized,5,7/10/2019 18:36:22,Game,0.5973,12322022,,,josh dirt tier rickman has gotta go fast,https://scratch.mit.edu/projects/12322022,https://scratch.mit.edu/projects/12322022/embed,
2320624576,false,finalized,5,7/18/2019 16:42:42,Other,0.601,115229230,"all code is by me
spent all day getting the maths right
feel free to remix
if you want me to add music say which song/s to add in the comments","press the green flag and answer all the questions truthfully.

and whats better is that it is in one script!!!






















this one actually works",I know your age!,https://scratch.mit.edu/projects/115229230,https://scratch.mit.edu/projects/115229230/embed,
2320624577,false,finalized,5,7/18/2019 16:37:29,Could not answer the question for this project.,0.5993,12496622,,"Move the box with Mouse.
Play full screen...",MAZE GAME! remix-2,https://scratch.mit.edu/projects/12496622,https://scratch.mit.edu/projects/12496622/embed,
2320624578,false,finalized,5,7/10/2019 20:37:39,Animation,0.6013,124219315,,,about me Rhys,https://scratch.mit.edu/projects/124219315,https://scratch.mit.edu/projects/124219315/embed,
2320624585,false,finalized,5,7/1/2019 18:36:57,Other,0.4038,12570541,HAVE FUN,HAVE FUN,pc puppy puppyhouse fun stuf,https://scratch.mit.edu/projects/12570541,https://scratch.mit.edu/projects/12570541/embed,
2320624586,false,finalized,3,7/17/2019 15:43:43,Animation,1.0,144852392,Poppy may not look like the real poppy I did my best! The title may not seen like a story that's the only thing I could think of. Background got from Google. Poppy for from Nano and changed him up and put lots of pink and blue. it's pretty short sorry! And I guess that's it hope you love and favorite! ,"

1. ENJOY!!!

2. just sit back and watch!

3. favorite!

4. love!

5. comment!

6. remix if u like!",Poppy's story!,https://scratch.mit.edu/projects/144852392,https://scratch.mit.edu/projects/144852392/embed,
2320624589,false,finalized,5,7/2/2019 18:20:07,Other,0.7989,12768939,,"                       Use the right and left arrows to turn
                           Use the up key to move forward
             Move your mouse up and down to change elevation
",Top View Helicopter debug remix,https://scratch.mit.edu/projects/12768939,https://scratch.mit.edu/projects/12768939/embed,
2320624592,false,finalized,3,8/1/2019 15:19:57,Animation,1.0,131759455,,"Sorry it's a bit short...

Holy cow, I just noticed this has 2000+ loves",Bottle Flip remix,https://scratch.mit.edu/projects/131759455,https://scratch.mit.edu/projects/131759455/embed,
2320624597,false,finalized,3,7/25/2019 19:52:37,Animation,1.0,12669404,,,Scratch plays halo,https://scratch.mit.edu/projects/12669404,https://scratch.mit.edu/projects/12669404/embed,
2320624598,false,finalized,3,7/10/2019 19:01:58,Animation,1.0,118798948,"Art: Me, except for the certain gif which I will not say for spoiler reasons. | Programming: Me. | Music: 1000 Miles by Vanessa Carlton and the internet | Idea: Credit to @BennettStudios for the idea where the thing happens XD Rest of the idea was MA BRAIN.","Enjoy I guess? #SorryNotSorry
BTW Don't go into fullscreen
Aaaand the thumbnail is broken.
Why are you guys loving this


























































Please send help 






















































Dat boi is here",Horror Movies in a Nutshell,https://scratch.mit.edu/projects/118798948,https://scratch.mit.edu/projects/118798948/embed,
2320624599,false,finalized,5,7/18/2019 16:39:48,Could not answer the question for this project.,0.4,230399975,"!! OMIGOSH GUYS, YOU'RE ALL TOO AMAZING-- !!

Yes, as you may know, I returned from Hawaii half an hour ago (more like left the jetport than Hawaii- I collapsed in baggage claim--)! It was truly spectacular! I'll do my best to go into as much detail as can be, although it is hard because I haven't slept in 42 hours, I crossed six time zones, and I've had the Tangled credit song (Something That I Want... I think?) stuck in my head since I aRriVEd iN haWaII.

~HIGHLIGHT OF MY VACATION~
Definitely swimming in the beautiful, crystal clear waters around O'ahu and Maui and enjoying my time in amazing resorts. 
aLSO I watched Tangled a lot, so I think I have an addiction-

~SCARIEST PART OF MY VACATION~
I got in a car accident! yAY! We were in Maui looking for ice cream and shopping, when we were hit behind by a young couple who quickly fled the scene. We weren't hurt, and the rental car only had a scratch, but fleeing the scene is illegal, childs! We mccalled the police so everything's USDA grade A awesome! :"")

More projects coming soon! Thank you so, SO much for 1,060 overwhelming and amazing messages to brighten up my day! AND WAIT, 2K FOLLOWERS?! ARE 'YA JOKING?! You all are so amazing, I wish I could hug every one of you! <33",,Back From Hawaii!,https://scratch.mit.edu/projects/230399975,https://scratch.mit.edu/projects/230399975/embed,
2320624600,false,finalized,3,6/28/2019 19:39:58,Animation,1.0,201278690,I don't own the song,"this is somewhat about my old friend who ditched me 
the timing is a bit off.....",idfc meme,https://scratch.mit.edu/projects/201278690,https://scratch.mit.edu/projects/201278690/embed,
2320624601,false,finalized,3,7/1/2019 18:47:45,Game,1.0,12772769,rainbow squares plat former city is a fun series I made up,"use arrow keys to walk
space to chat with your friends",rainbow squares platformer city: playground,https://scratch.mit.edu/projects/12772769,https://scratch.mit.edu/projects/12772769/embed,
2320624602,false,finalized,3,8/1/2019 15:11:11,Animation,1.0,258364208,,,project (93),https://scratch.mit.edu/projects/258364208,https://scratch.mit.edu/projects/258364208/embed,
2320624603,false,finalized,3,6/21/2019 20:34:42,Game,1.0,12752493,This game has gotten me the fame I didn't really deserve,instructions are in the game,DRAGON BALL Z v. 0.1.2 remix remix,https://scratch.mit.edu/projects/12752493,https://scratch.mit.edu/projects/12752493/embed,
2320624604,false,finalized,5,7/1/2019 19:07:01,Animation,0.805,176267944,"credit to nintendo for the characters.

running in the 90s","click on the characters for an overly pleasant surprise

just don't click on them all at once 

go check out my other animations they're actually smooth",epic nintendo dance parte,https://scratch.mit.edu/projects/176267944,https://scratch.mit.edu/projects/176267944/embed,
2320624605,false,finalized,3,6/28/2019 19:51:36,Game,1.0,12560626,I am still working on this project and will create new levels soon. Have fun:):):):):),Try to get to the red dot without hitting the walls. If you hit the walls you die. Good Luck:),The journey of the little green dot,https://scratch.mit.edu/projects/12560626,https://scratch.mit.edu/projects/12560626/embed,
2320624610,false,finalized,3,6/28/2019 20:33:22,Game,1.0,12321522,Game by DR-MINECRAFT,Have fun and a ..yah,Smily Chase,https://scratch.mit.edu/projects/12321522,https://scratch.mit.edu/projects/12321522/embed,
2320624614,false,in progress,4,8/1/2019 15:23:59,Other,0.5009,165927181,"I will be making more low pitch videos so don't you worry.
Duration: approx. 3:00
Made with Audacity.",,Original Extended Thomas The Tank Engine Theme Low Pitch,https://scratch.mit.edu/projects/165927181,https://scratch.mit.edu/projects/165927181/embed,
2320624616,false,finalized,3,7/18/2019 16:48:06,Animation,1.0,118297211,"OCS:
Umbri-Mine
Esp(Echo's mum)-Mine
+++++
Credits:
@Maplekit_the_WC - Original and coding
Me - Drawings
++++
Backstory(kinda xD)
Umbri and Esp where living happily in a family, still waiting for the eggs to hatch, then Suddenly Esp began to get a terrible disease, she stopped being herself and had more headaches, at first she thought she just had a cold, then everyday it got worse and worse, until the point where Umbri took her to the hospital and where the doctor said there was no cure so either she died from the disease or was killed then, he said she should have a few more days living. she was allowed home but wasn't allowed near the eggs. The next day she began to become pale and then she suddenly fell, meaning she died from the disease, Umbri fell into sadness and he held her paw and promised her that he would train the first hatched one (if it was a girl) to be a Espeon like her.(end of backstory)
++",,Something's Not Right MEME remix,https://scratch.mit.edu/projects/118297211,https://scratch.mit.edu/projects/118297211/embed,
2320624617,false,finalized,3,8/1/2019 15:12:17,Game,1.0,126294486,"credits:
",w.a.s.d for mario and arrows for mini mario lives is marios lives and mini lives is mini marios lives,mario find the mushroom with mini mario,https://scratch.mit.edu/projects/126294486,https://scratch.mit.edu/projects/126294486/embed,
2320624618,false,finalized,5,7/11/2019 20:39:56,Slideshow,0.5985,12781482,,"Lol, I&#39;m being lazy and using the lineart now XD",Warriors of The Mysterious Woods RPG remix-3,https://scratch.mit.edu/projects/12781482,https://scratch.mit.edu/projects/12781482/embed,
2320624620,false,finalized,3,6/20/2019 02:43:32,Game,1.0,112172554,"
Inspired by Agario.biz.
Had help from some friend You Tubers.","*Just move your mouse and your cell will follow you.
*Play games with up to 15 players.
*Press the SPACE key to split your cell.
 *Hide behind the virus if you are smaller than it if not you will split.
*Eat more cells or other players to grow in size.
*Skins don't work yet.",Agar.io,https://scratch.mit.edu/projects/112172554,https://scratch.mit.edu/projects/112172554/embed,
2320624625,false,finalized,5,7/25/2019 20:08:19,Game,0.601,270602323,,Kliknij na bron ktora chcesz uzyc,Kick The Buddy (Cat),https://scratch.mit.edu/projects/270602323,https://scratch.mit.edu/projects/270602323/embed,
2320624628,false,finalized,3,7/15/2019 20:32:03,Slideshow,1.0,147144002,"I encourage you to try playing against each entry. Can you beat them?

All entries (alphabetical):
@dzaima: https://scratch.mit.edu/projects/143621899/
@frodewin: https://scratch.mit.edu/projects/146029361/
@gor-dee: https://scratch.mit.edu/projects/142280981/
@Joshia_Tanumihardja: https://scratch.mit.edu/projects/143601979/","Original Contest Project: https://scratch.mit.edu/projects/105777424/

Detailed Results: http://pulljosh.com/r/UTTT-results/

How the bots were scored:
Each bot played against every other bot 12 times. Half of the time (6 games) one bot went first, and half the time the other bot went first. This means each bot played a total of 36 games. One win counted as 1 point. A tie was 1/2 point, and a loss was 0 points. The bot that scored the most points was the winner.",RESULTS: Ultimate Tic Tac Toe AI Competition,https://scratch.mit.edu/projects/147144002,https://scratch.mit.edu/projects/147144002/embed,
2320624635,false,finalized,3,6/21/2019 20:19:10,Other,1.0,195260185,,,scary songs! V0.1.0,https://scratch.mit.edu/projects/195260185,https://scratch.mit.edu/projects/195260185/embed,
2320624636,false,finalized,3,7/8/2019 15:07:33,Animation,1.0,196341855,,play it,crab dance,https://scratch.mit.edu/projects/196341855,https://scratch.mit.edu/projects/196341855/embed,
2320624637,false,finalized,3,7/11/2019 19:51:37,Animation,1.0,12817251,,,The Beach part 11 (The Final Part) READ PROJECT NOTES! remix,https://scratch.mit.edu/projects/12817251,https://scratch.mit.edu/projects/12817251/embed,
